Review Rating;Review Writer;Title;Date Published;Verify Status;Country;Aircraft;Route;Type Of Traveller;Seat type;Date Flown;Value For Money (rating out of five);Seat Comfort (rating out of five);Cabin Staff Service (rating out of five);Food & Beverages (rating out of five);inflight_entertainment (rating out of five);Wifi & Connectivity (rating out of five);Ground Service (rating out of five);Recommended
8;M Kendrick;KLM Royal Dutch Airlines customer review;2015-05-16;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;3;n/a;n/a;yes
10;Robert Woeste;KLM Royal Dutch Airlines customer review;2015-05-12;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;5;5;5;5;4;n/a;n/a;yes
9;Eelco van den Heuvel;KLM Royal Dutch Airlines customer review;2015-05-08;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;3;4;4;3;1;n/a;n/a;yes
8;Ravi Mene;KLM Royal Dutch Airlines customer review;2015-05-06;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;4;4;3;1;n/a;n/a;yes
10;Robert Walbeek;KLM Royal Dutch Airlines customer review;2015-05-06;Not Verified;China;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;4;n/a;n/a;yes
9;Matt Rock;KLM Royal Dutch Airlines customer review;2015-05-05;Not Verified;Australia;n/a;n/a;n/a;Business Class;n/a;4;5;4;4;5;n/a;n/a;yes
10;T Smith;KLM Royal Dutch Airlines customer review;2015-04-27;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;5;4;5;3;4;n/a;n/a;yes
7;Yann Pleindoux;KLM Royal Dutch Airlines customer review;2015-04-22;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;5;3;5;3;5;n/a;n/a;yes
6;Rheeder Janson;KLM Royal Dutch Airlines customer review;2015-04-20;Not Verified;South Africa;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
9;John Stokes;KLM Royal Dutch Airlines customer review;2015-04-20;Not Verified;Australia;n/a;n/a;n/a;Business Class;n/a;3;4;5;4;4;n/a;n/a;yes
10;Di Paola Pasquale;KLM Royal Dutch Airlines customer review;2015-04-16;Not Verified;Italy;n/a;n/a;n/a;Economy Class;n/a;5;3;4;2;3;n/a;n/a;yes
7;D Starkie;KLM Royal Dutch Airlines customer review;2015-04-16;Not Verified;Bahrain;n/a;n/a;n/a;Premium Economy;n/a;3;3;4;4;4;n/a;n/a;yes
2;D Cassius;KLM Royal Dutch Airlines customer review;2015-04-01;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;1;1;1;2;3;n/a;n/a;no
2;M Campbell;KLM Royal Dutch Airlines customer review;2015-04-01;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;2;3;3;4;3;n/a;n/a;no
10;P Miller;KLM Royal Dutch Airlines customer review;2015-03-25;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;5;5;3;n/a;n/a;n/a;yes
8;C Mayr;KLM Royal Dutch Airlines customer review;2015-03-20;Not Verified;Austria;n/a;n/a;n/a;Economy Class;n/a;5;3;5;4;3;n/a;n/a;yes
10;Ian Patrick;KLM Royal Dutch Airlines customer review;2015-03-17;Not Verified;Kuwait;n/a;n/a;n/a;Business Class;n/a;5;5;5;5;4;n/a;n/a;yes
10;Simon Woods;KLM Royal Dutch Airlines customer review;2015-03-17;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;1;1;1;2;2;n/a;n/a;no
10;Vachhani Vaibhav;KLM Royal Dutch Airlines customer review;2015-03-17;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;4;n/a;n/a;yes
10;C Wajsberg;KLM Royal Dutch Airlines customer review;2015-03-17;Not Verified;Israel;n/a;n/a;n/a;Premium Economy;n/a;1;1;1;1;1;n/a;n/a;no
5;J Siemietkowski;KLM Royal Dutch Airlines customer review;2015-03-09;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;4;2;3;4;4;n/a;n/a;yes
10;Simon Channon;KLM Royal Dutch Airlines customer review;2015-03-09;Not Verified;United Kingdom;n/a;n/a;n/a;Premium Economy;n/a;4;4;5;4;3;n/a;n/a;yes
10;Christina Lindahl;KLM Royal Dutch Airlines customer review;2015-03-09;Not Verified;Australia;n/a;n/a;n/a;Premium Economy;n/a;5;5;5;5;5;n/a;n/a;yes
9;Brian E Smith;KLM Royal Dutch Airlines customer review;2015-03-09;Not Verified;Japan;n/a;n/a;n/a;Business Class;n/a;4;4;5;5;3;n/a;n/a;yes
7;P Browne;KLM Royal Dutch Airlines customer review;2015-03-04;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;3;4;5;4;3;n/a;n/a;no
7;P Browne;KLM Royal Dutch Airlines customer review;2015-03-04;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;3;4;5;4;3;n/a;n/a;yes
7;S Lubis;KLM Royal Dutch Airlines customer review;2015-02-24;Not Verified;Indonesia;n/a;n/a;n/a;Economy Class;n/a;5;4;4;4;3;n/a;n/a;yes
8;Ian Smith;KLM Royal Dutch Airlines customer review;2015-02-24;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
5;Trent White;KLM Royal Dutch Airlines customer review;2015-02-24;Not Verified;Australia;n/a;n/a;n/a;Economy Class;n/a;4;4;3;3;4;n/a;n/a;no
8;O Derry;KLM Royal Dutch Airlines customer review;2015-02-18;Not Verified;South Korea;n/a;n/a;n/a;Economy Class;n/a;4;3;5;5;4;n/a;n/a;yes
2;M Sean;KLM Royal Dutch Airlines customer review;2015-02-18;Not Verified;Singapore;n/a;n/a;n/a;Economy Class;n/a;1;1;4;4;3;n/a;n/a;no
10;Max Johnson;KLM Royal Dutch Airlines customer review;2015-02-18;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;5;5;5;5;4;n/a;n/a;yes
8;Ian Patrick;KLM Royal Dutch Airlines customer review;2015-02-12;Not Verified;Kuwait;n/a;n/a;n/a;Business Class;n/a;4;4;4;4;3;n/a;n/a;yes
7;Carrera Pm;KLM Royal Dutch Airlines customer review;2015-01-28;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;4;3;2;2;2;n/a;n/a;yes
7;M Hilton;KLM Royal Dutch Airlines customer review;2015-01-26;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;2;4;4;1;n/a;n/a;yes
9;Klauer Joanne;KLM Royal Dutch Airlines customer review;2015-01-26;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;4;4;5;4;4;n/a;n/a;yes
4;Marcus Nyberg;KLM Royal Dutch Airlines customer review;2015-01-21;Not Verified;Sweden;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;4;n/a;n/a;yes
4;S Cherry;KLM Royal Dutch Airlines customer review;2015-01-19;Not Verified;Denmark;n/a;n/a;n/a;Economy Class;n/a;3;2;3;2;1;n/a;n/a;no
10;Pidlaoan Christian;KLM Royal Dutch Airlines customer review;2015-01-19;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;3;5;5;4;n/a;n/a;yes
7;Pidlaoan Christian;KLM Royal Dutch Airlines customer review;2015-01-19;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;3;5;5;4;n/a;n/a;yes
7;P Rubenstein;KLM Royal Dutch Airlines customer review;2015-01-19;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;4;3;5;3;4;n/a;n/a;no
9;Olle Laprune Yann;KLM Royal Dutch Airlines customer review;2015-01-14;Not Verified;Mexico;n/a;n/a;n/a;Economy Class;n/a;5;3;4;2;5;n/a;n/a;yes
8;Klaus Malling;KLM Royal Dutch Airlines customer review;2015-01-14;Not Verified;Denmark;n/a;n/a;n/a;Economy Class;n/a;4;2;5;4;4;n/a;n/a;yes
8;Robert Walbeek;KLM Royal Dutch Airlines customer review;2015-01-14;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;n/a;n/a;n/a;yes
8;Lawrence Mensah;KLM Royal Dutch Airlines customer review;2015-01-14;Not Verified;Kenya;n/a;n/a;n/a;Premium Economy;n/a;1;1;4;3;4;n/a;n/a;no
2;W Newton;KLM Royal Dutch Airlines customer review;2015-01-11;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;4;1;4;3;n/a;n/a;no
10;Monty Aal;KLM Royal Dutch Airlines customer review;2015-01-11;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;3;5;5;1;n/a;n/a;yes
10;Ash David;KLM Royal Dutch Airlines customer review;2015-01-11;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;5;4;5;5;3;n/a;n/a;yes
1;H Sternberg;KLM Royal Dutch Airlines customer review;2015-01-11;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;1;3;2;3;4;n/a;n/a;no
10;Mark Ellwood;KLM Royal Dutch Airlines customer review;2015-01-05;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;5;4;5;5;3;n/a;n/a;yes
1;Katharina Preuss;KLM Royal Dutch Airlines customer review;2014-12-31;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;2;4;1;3;5;n/a;n/a;no
8;D Buijs;KLM Royal Dutch Airlines customer review;2014-12-29;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;3;5;4;3;n/a;n/a;yes
2;S Nick;KLM Royal Dutch Airlines customer review;2014-12-18;Not Verified;Belgium;n/a;n/a;n/a;Business Class;n/a;1;1;2;1;1;n/a;n/a;no
10;R Scholten;KLM Royal Dutch Airlines customer review;2014-12-10;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;5;5;5;5;4;n/a;n/a;yes
8;Alan Tang;KLM Royal Dutch Airlines customer review;2014-11-25;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;3;3;4;4;1;n/a;n/a;yes
7;H James;KLM Royal Dutch Airlines customer review;2014-11-17;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;2;n/a;n/a;yes
8;Dijkstra Edwin;KLM Royal Dutch Airlines customer review;2014-11-17;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;5;3;1;n/a;n/a;yes
3;M Leong;KLM Royal Dutch Airlines customer review;2014-11-12;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;3;1;4;2;1;n/a;n/a;no
9;T Smith;KLM Royal Dutch Airlines customer review;2014-11-12;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;4;4;5;4;4;n/a;n/a;yes
7;M Zaki;KLM Royal Dutch Airlines customer review;2014-11-12;Not Verified;Malaysia;n/a;n/a;n/a;Economy Class;n/a;4;3;4;4;3;n/a;n/a;yes
3;Mandap Mary Ann;KLM Royal Dutch Airlines customer review;2014-10-31;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;2;3;2;2;2;n/a;n/a;no
6;Derrick Adam;KLM Royal Dutch Airlines customer review;2014-10-31;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;2;1;5;4;4;n/a;n/a;yes
8;Etoile Brilliant;KLM Royal Dutch Airlines customer review;2014-10-28;Not Verified;Sweden;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;n/a;n/a;n/a;yes
4;Mary Ann Mandap;KLM Royal Dutch Airlines customer review;2014-10-28;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;2;3;3;3;2;n/a;n/a;no
4;Martin Webber;KLM Royal Dutch Airlines customer review;2014-10-22;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;n/a;n/a;1;n/a;n/a;n/a;n/a;no
4;U Wik;KLM Royal Dutch Airlines customer review;2014-10-22;Not Verified;Finland;n/a;n/a;n/a;Economy Class;n/a;1;3;4;n/a;1;n/a;n/a;no
9;Maripolsky Louis;KLM Royal Dutch Airlines customer review;2014-10-22;Not Verified;Thailand;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
6;S Santoso;KLM Royal Dutch Airlines customer review;2014-10-22;Not Verified;Switzerland;n/a;n/a;n/a;Economy Class;n/a;4;2;3;5;4;n/a;n/a;no
8;Anton Verberne;KLM Royal Dutch Airlines customer review;2014-10-22;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;4;3;5;1;2;n/a;n/a;yes
10;S Brummel;KLM Royal Dutch Airlines customer review;2014-10-12;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;4;5;5;5;4;n/a;n/a;yes
7;Sasha Guignard;KLM Royal Dutch Airlines customer review;2014-10-12;Not Verified;Ukraine;n/a;n/a;n/a;Business Class;n/a;3;3;4;4;3;n/a;n/a;yes
3;D Choy;KLM Royal Dutch Airlines customer review;2014-10-12;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;2;5;4;1;1;n/a;n/a;no
6;R Simon;KLM Royal Dutch Airlines customer review;2014-10-12;Not Verified;Austria;n/a;n/a;n/a;Business Class;n/a;3;2;5;4;3;n/a;n/a;yes
7;M Seymour;KLM Royal Dutch Airlines customer review;2014-10-12;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;3;5;3;4;n/a;n/a;yes
8;Alex Page;KLM Royal Dutch Airlines customer review;2014-10-08;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;4;n/a;n/a;yes
10;R Scholten;KLM Royal Dutch Airlines customer review;2014-10-08;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;4;n/a;n/a;yes
10;Alan Steinberg;KLM Royal Dutch Airlines customer review;2014-10-05;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;4;4;5;5;4;n/a;n/a;yes
8;R Simon;KLM Royal Dutch Airlines customer review;2014-10-01;Not Verified;Austria;n/a;n/a;n/a;Business Class;n/a;3;3;5;5;3;n/a;n/a;yes
5;K Carr;KLM Royal Dutch Airlines customer review;2014-10-01;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;3;3;3;5;n/a;n/a;yes
7;James OBrien;KLM Royal Dutch Airlines customer review;2014-10-01;Not Verified;United States;n/a;n/a;n/a;Premium Economy;n/a;4;3;5;4;4;n/a;n/a;yes
2;Dennis Apodaca;KLM Royal Dutch Airlines customer review;2014-09-28;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;1;1;3;3;4;n/a;n/a;no
2;Maitane Alburquerque;KLM Royal Dutch Airlines customer review;2014-09-28;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;1;2;2;4;1;n/a;n/a;no
10;M Idelenburg;KLM Royal Dutch Airlines customer review;2014-09-28;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;5;5;5;4;n/a;n/a;yes
9;Henk Dijk;KLM Royal Dutch Airlines customer review;2014-09-22;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;n/a;n/a;n/a;yes
5;Akram EL Dimerdash;KLM Royal Dutch Airlines customer review;2014-09-22;Not Verified;Egypt;n/a;n/a;n/a;Economy Class;n/a;4;2;4;3;4;n/a;n/a;yes
6;R Dejan;KLM Royal Dutch Airlines customer review;2014-09-14;Not Verified;Russian Federation;n/a;n/a;n/a;Premium Economy;n/a;4;1;3;4;3;n/a;n/a;no
6;R Dejan;KLM Royal Dutch Airlines customer review;2014-09-14;Not Verified;Russian Federation;n/a;n/a;n/a;Premium Economy;n/a;4;1;3;4;3;n/a;n/a;no
5;T Giles;KLM Royal Dutch Airlines customer review;2014-09-10;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;2;3;4;2;n/a;n/a;no
5;C Wajsberg;KLM Royal Dutch Airlines customer review;2014-09-06;Not Verified;Israel;n/a;n/a;n/a;Economy Class;n/a;1;2;3;1;1;n/a;n/a;no
10;Tercon Bojan;KLM Royal Dutch Airlines customer review;2014-08-28;Not Verified;Singapore;n/a;n/a;n/a;Economy Class;n/a;5;3;4;5;1;n/a;n/a;yes
10;Brouwers Bart;KLM Royal Dutch Airlines customer review;2014-08-28;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;5;n/a;n/a;yes
8;R Scholten;KLM Royal Dutch Airlines customer review;2014-08-28;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;5;5;3;5;4;n/a;n/a;yes
10;R Scholten;KLM Royal Dutch Airlines customer review;2014-08-28;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;5;5;4;4;n/a;n/a;yes
10;F Baumann;KLM Royal Dutch Airlines customer review;2014-08-28;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;4;n/a;n/a;yes
5;G Bos;KLM Royal Dutch Airlines customer review;2014-08-20;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;3;2;4;4;3;n/a;n/a;no
10;K Bowden;KLM Royal Dutch Airlines customer review;2014-08-20;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;5;n/a;n/a;yes
7;M Peters;KLM Royal Dutch Airlines customer review;2014-08-20;Not Verified;Netherlands;n/a;n/a;n/a;Premium Economy;n/a;3;4;4;4;1;n/a;n/a;yes
10;Haugh Michael;KLM Royal Dutch Airlines customer review;2014-08-14;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;4;4;5;5;5;n/a;n/a;yes
10;J Young;KLM Royal Dutch Airlines customer review;2014-08-14;Not Verified;Canada;n/a;n/a;n/a;Business Class;n/a;5;5;5;4;4;n/a;n/a;yes
10;H Birse;KLM Royal Dutch Airlines customer review;2014-08-11;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;n/a;3;1;2;2;n/a;n/a;no
1;Ian Sinclair;KLM Royal Dutch Airlines customer review;2014-08-11;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;1;2;1;3;2;n/a;n/a;no
1;C Haran;KLM Royal Dutch Airlines customer review;2014-08-11;Not Verified;Japan;n/a;n/a;n/a;Economy Class;n/a;3;3;4;3;3;n/a;n/a;no
1;H Henry;KLM Royal Dutch Airlines customer review;2014-08-06;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;no
10;Dianne Schaeffer;KLM Royal Dutch Airlines customer review;2014-08-03;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;4;4;5;5;5;n/a;n/a;yes
5;E Smith;KLM Royal Dutch Airlines customer review;2014-08-03;Not Verified;Thailand;n/a;n/a;n/a;Economy Class;n/a;3;1;5;5;3;n/a;n/a;no
9;M Baughman;KLM Royal Dutch Airlines customer review;2014-07-29;Not Verified;United States;n/a;n/a;n/a;Business Class;n/a;5;4;5;4;4;n/a;n/a;yes
9;M Baughman;KLM Royal Dutch Airlines customer review;2014-07-29;Not Verified;United States;n/a;n/a;n/a;Business Class;n/a;5;4;5;4;4;n/a;n/a;yes
9;I Bell;KLM Royal Dutch Airlines customer review;2014-07-29;Not Verified;United Arab Emirates;n/a;n/a;n/a;Economy Class;n/a;1;3;1;3;4;n/a;n/a;no
8;Henk Dijk;KLM Royal Dutch Airlines customer review;2014-07-27;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;1;n/a;n/a;yes
2;Curtis Doebbler;KLM Royal Dutch Airlines customer review;2014-07-22;Not Verified;Palestinian Territories;n/a;n/a;n/a;Premium Economy;n/a;1;1;1;2;2;n/a;n/a;no
8;Kevin Tunnicliffe;KLM Royal Dutch Airlines customer review;2014-07-20;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;3;5;3;n/a;n/a;n/a;yes
10;C Howard;KLM Royal Dutch Airlines customer review;2014-07-17;Not Verified;Hong Kong;n/a;n/a;n/a;Premium Economy;n/a;5;5;5;5;5;n/a;n/a;yes
9;V Roberts;KLM Royal Dutch Airlines customer review;2014-07-15;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;5;5;5;4;n/a;n/a;yes
9;T Hughes;KLM Royal Dutch Airlines customer review;2014-07-15;Not Verified;Australia;n/a;n/a;n/a;Economy Class;n/a;1;3;2;3;2;n/a;n/a;no
9;J Duran;KLM Royal Dutch Airlines customer review;2014-07-13;Not Verified;Colombia;n/a;n/a;n/a;Economy Class;n/a;4;5;4;3;3;n/a;n/a;yes
8;Henk Huurnink;KLM Royal Dutch Airlines customer review;2014-07-12;Not Verified;New Zealand;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;3;n/a;n/a;yes
9;Dmitry Kuzin;KLM Royal Dutch Airlines customer review;2014-07-12;Not Verified;Russian Federation;n/a;n/a;n/a;Economy Class;n/a;5;4;4;4;4;n/a;n/a;yes
5;I Cameron;KLM Royal Dutch Airlines customer review;2014-07-10;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;2;4;4;1;n/a;n/a;yes
10;Jerre Sumter;KLM Royal Dutch Airlines customer review;2014-07-10;Not Verified;United States;n/a;n/a;n/a;Business Class;n/a;5;5;5;5;5;n/a;n/a;yes
9;David Preston;KLM Royal Dutch Airlines customer review;2014-07-03;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;5;3;4;n/a;n/a;yes
10;A Bent;KLM Royal Dutch Airlines customer review;2014-06-25;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;5;5;5;n/a;n/a;n/a;yes
9;R Wiegmann;KLM Royal Dutch Airlines customer review;2014-06-23;Not Verified;Germany;n/a;n/a;n/a;Business Class;n/a;4;5;5;2;3;n/a;n/a;yes
10;Roij Scholten;KLM Royal Dutch Airlines customer review;2014-06-16;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;5;n/a;n/a;yes
8;B Pico;KLM Royal Dutch Airlines customer review;2014-06-02;Not Verified;Ecuador;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;5;n/a;n/a;yes
10;J Allen;KLM Royal Dutch Airlines customer review;2014-05-29;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
10;John Little;KLM Royal Dutch Airlines customer review;2014-05-20;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;3;n/a;n/a;yes
5;F Whitehead;KLM Royal Dutch Airlines customer review;2014-05-19;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;3;3;4;4;n/a;n/a;no
3;Dean Bramlett;KLM Royal Dutch Airlines customer review;2014-05-19;Not Verified;United States;n/a;n/a;n/a;Premium Economy;n/a;3;3;1;n/a;n/a;n/a;n/a;no
6;Peter Boehm;KLM Royal Dutch Airlines customer review;2014-05-16;Not Verified;Austria;n/a;n/a;n/a;Economy Class;n/a;4;3;5;4;5;n/a;n/a;yes
4;R Das;KLM Royal Dutch Airlines customer review;2014-05-11;Not Verified;Norway;n/a;n/a;n/a;Economy Class;n/a;3;3;2;3;n/a;n/a;n/a;no
10;Y Martinez;KLM Royal Dutch Airlines customer review;2014-05-10;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;5;4;5;4;5;n/a;n/a;yes
9;J Ray;KLM Royal Dutch Airlines customer review;2014-05-10;Not Verified;United Kingdom;n/a;n/a;n/a;Premium Economy;n/a;5;4;5;4;4;n/a;n/a;yes
8;P Bainbridge;KLM Royal Dutch Airlines customer review;2014-05-08;Not Verified;United Kingdom;n/a;n/a;n/a;Premium Economy;n/a;4;4;5;4;3;n/a;n/a;yes
8;A Aweidah;KLM Royal Dutch Airlines customer review;2014-05-06;Not Verified;Palestinian Territories;n/a;n/a;n/a;Premium Economy;n/a;4;4;4;3;1;n/a;n/a;yes
9;D Gillies;KLM Royal Dutch Airlines customer review;2014-05-05;Not Verified;United Kingdom;n/a;n/a;n/a;Business Class;n/a;4;4;5;4;3;n/a;n/a;yes
8;Danzel Samuel;KLM Royal Dutch Airlines customer review;2014-05-01;Not Verified;Indonesia;n/a;n/a;n/a;Economy Class;n/a;4;5;3;4;5;n/a;n/a;yes
8;Danzel Samuel;KLM Royal Dutch Airlines customer review;2014-05-01;Not Verified;Indonesia;n/a;n/a;n/a;Economy Class;n/a;4;5;3;4;5;n/a;n/a;yes
8;H Dalem;KLM Royal Dutch Airlines customer review;2014-04-28;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;3;2;4;4;4;n/a;n/a;yes
9;S Tegtmeier;KLM Royal Dutch Airlines customer review;2014-04-28;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;4;4;5;5;2;n/a;n/a;yes
1;Ellis Bob;KLM Royal Dutch Airlines customer review;2014-04-28;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;1;1;2;2;n/a;n/a;n/a;no
1;E van Rossum;KLM Royal Dutch Airlines customer review;2014-04-27;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;1;1;3;3;3;n/a;n/a;no
4;H Tianadi;KLM Royal Dutch Airlines customer review;2014-04-24;Not Verified;Singapore;n/a;n/a;n/a;Economy Class;n/a;3;2;3;3;2;n/a;n/a;no
9;O Janssen;KLM Royal Dutch Airlines customer review;2014-04-22;Not Verified;Netherlands;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;5;n/a;n/a;yes
10;O Janssen;KLM Royal Dutch Airlines customer review;2014-04-22;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;5;5;5;5;5;n/a;n/a;yes
6;H Dalem;KLM Royal Dutch Airlines customer review;2014-04-21;Not Verified;Netherlands;n/a;n/a;n/a;Business Class;n/a;3;2;3;4;4;n/a;n/a;yes
6;M Pandya;KLM Royal Dutch Airlines customer review;2014-04-21;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;3;1;3;2;2;n/a;n/a;no
5;Buck LaFontaine;KLM Royal Dutch Airlines customer review;2014-04-16;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;3;2;4;4;3;n/a;n/a;no
9;Jeremy Chesney;KLM Royal Dutch Airlines customer review;2014-04-13;Not Verified;United States;n/a;n/a;n/a;Economy Class;n/a;4;3;5;5;4;n/a;n/a;yes
10;L Roestad;KLM Royal Dutch Airlines customer review;2014-04-11;Not Verified;Norway;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
1;Kral Martin;KLM Royal Dutch Airlines customer review;2014-04-07;Not Verified;Slovakia;n/a;n/a;n/a;Economy Class;n/a;5;4;1;4;4;n/a;n/a;no
8;Alexander Mokretsov;KLM Royal Dutch Airlines customer review;2014-04-06;Not Verified;Russian Federation;n/a;n/a;n/a;Economy Class;n/a;4;4;5;4;n/a;n/a;n/a;yes
8;Hendrik Oberbeckmann;KLM Royal Dutch Airlines customer review;2014-03-30;Not Verified;Germany;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;3;n/a;n/a;yes
9;D Marriott;KLM Royal Dutch Airlines customer review;2014-03-27;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;4;4;4;4;4;n/a;n/a;yes
9;F Hampton;KLM Royal Dutch Airlines customer review;2014-03-26;Not Verified;United Kingdom;n/a;n/a;n/a;Economy Class;n/a;3;2;3;3;3;n/a;n/a;no
8;F Benmergui;KLM Royal Dutch Airlines customer review;2014-03-24;Not Verified;Canada;n/a;n/a;n/a;Economy Class;n/a;4;3;5;4;3;n/a;n/a;yes
10;Kuhan Kandiah;KLM Royal Dutch Airlines customer review;2014-03-22;Not Verified;Malaysia;n/a;n/a;n/a;Economy Class;n/a;5;4;5;5;4;n/a;n/a;yes
